,Naam,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Opkomst,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,counts,won,min_stem_win,min_pct_win,margin,close_cand_5pct,close_cand_10pct,close_cand_20pct,Naam_win,Aanbevolen door_win,Aantal stemmen_win,Procentueel_win,alrdy_in_pols
941,A. Wiersinga,AR(VT),630.0,0.2871,Steenwijk,10/04/1894,algemeen,2800,2213,2213,2194.0,13,1.0,1097.0,3,0,834.0,0.3801,-0.09299999999999997,0,1,1,jhr.mr. G.J.T. Beelaerts van Blokland,AR(TT),834.0,0.3801,nee
944,B. Berends,AR,811.0,0.40270000000000006,Meppel,09/06/1891,algemeen,2731,2026,2027,2014.0,10,1.0,1007.0,2,0,1175.0,0.5834,-0.18069999999999997,0,0,1,mr. H. Smeenge,Lib,1175.0,0.5834,nee
947,mr. T. Ruijs,Lib,938.0,0.4064,Kampen,06/03/1888,algemeen,2605,2324,2325,2308.0,15,1.0,1154.0,2,0,1340.0,0.5806,-0.17420000000000002,0,0,1,jhr.mr. T.A.J. van Asch van Wijck,AR,1340.0,0.5806,nee
953,jhr. G.J. van der Wijck,Lib,844.0,0.425,Ommen,06/03/1888,algemeen,2326,2000,2000,1986.0,3,1.0,993.0,2,0,1137.0,0.5725,-0.14750000000000002,0,0,1,A. baron van Dedem,AR(Ka),1137.0,0.5725,nee
955,mr. J.H.A.M. Essink,Ka,436.0,0.2127,Ommen,09/06/1891,algemeen,2419,2056,2056,2050.0,2,1.0,1025.0,3,0,845.0,0.4122,-0.1995,0,0,1,jhr. E. van Weede van Dijkveld,Lib,845.0,0.4122,nee
958,W.H. Dikkers,Lib,827.0,0.4226,Almelo,09/06/1891,algemeen,2360,1967,1967,1957.0,10,1.0,979.0,2,0,1090.0,0.557,-0.13440000000000007,0,0,1,mr. W.C.J.J. Cremers,Ka,1090.0,0.557,nee
959,W.H. Dikkers,,942.0,0.43310000000000004,Almelo,23/07/1891,tussentijds,2360,2189,2190,2175.0,12,1.0,1088.0,2,0,1228.0,0.5646,-0.13149999999999995,0,0,1,dr. H.J.A.M. Schaepman,,1228.0,0.5646,nee
961,mr. J.H.A.M. Essink,Ka,853.0,0.39490000000000003,Enschede,09/06/1891,algemeen,2347,2181,2181,2160.0,16,1.0,1080.0,2,0,965.0,0.4468,-0.051899999999999946,0,1,1,W.J. Geertsema,Lib,965.0,0.4468,nee
962,mr. J.H.A.M. Essink,Ka(AR),1078.0,0.4865,Enschede,23/06/1891,herstemming,2347,2246,2245,2216.0,26,1.0,1108.0,2,0,1138.0,0.5135000000000001,-0.02700000000000008,1,1,1,W.J. Geertsema,Lib,1138.0,0.5135000000000001,nee
963,mr. R.E. Hattink,Lib(VT)  Lib(VT),722.0,0.37310000000000004,Enschede,10/04/1894,algemeen,2212,1955,1955,1935.0,14,1.0,968.0,2,0,781.0,0.4036,-0.03049999999999997,1,1,1,mr. A.F. Vos de Wael,Ka(TT)  Ka(TT),781.0,0.4036,nee
965,mr. R.E. Hattink,,924.0,0.4681,Enschede,24/04/1894,herstemming,2212,2019,2019,1974.0,41,1.0,987.0,2,0,1049.0,0.5314,-0.06329999999999997,0,1,1,mr. A.F. Vos de Wael,,1049.0,0.5314,nee
966,jhr.mr. J.G. ridder van Rappard,Lib,1394.0,0.4878,Lochem,06/03/1888,algemeen,3242,2879,2879,2858.0,17,1.0,1429.0,2,0,1459.0,0.5105,-0.022699999999999942,1,1,1,A. baron van Schimmelpenninck van der Oye,AR(Ka),1459.0,0.5105,nee
967,jhr.mr. J.G. ridder van Rappard,,1450.0,0.49829999999999997,Lochem,30/10/1888,tussentijds,3242,2929,2930,2910.0,15,1.0,1455.0,2,0,1460.0,0.5017,-0.0034000000000000696,1,1,1,jhr. C.M. Brantsen,,1460.0,0.5017,nee
981,mr. R. baron van Melvil van Lynden,AR(Ka),1029.0,0.3933,Arnhem,06/03/1888,algemeen,3009,2623,2624,2616.0,6,1.0,1308.0,2,0,1313.0,0.5019,-0.10860000000000003,0,0,1,W. Rooseboom,Lib,1313.0,0.5019,nee
982,mr. J.F. Bijleveld,Lib(TT),1051.0,0.4403,Arnhem,10/04/1894,algemeen,2786,2400,2401,2387.0,9,1.0,1194.0,2,0,1330.0,0.5572,-0.1169,0,0,1,mr. P. Rink,Lib(VT),1330.0,0.5572,nee
984,jhr.mr. J.G. ridder van Rappard,Lib,708.0,0.2502,Elst,06/03/1888,algemeen,3094,2845,2845,2830.0,12,1.0,1415.0,3,0,1104.0,0.3901,-0.13990000000000002,0,0,1,mr. B.M. Bahlmann,Ka,1104.0,0.3901,nee
987,A.D. Sipman,Lib,883.0,0.3093,Elst,09/06/1891,algemeen,3158,2868,2870,2855.0,15,1.0,1428.0,3,0,1059.0,0.3709,-0.06159999999999999,0,1,1,mr. G.W. baron van Dedem,AR(Ka),1059.0,0.3709,nee
989,E.D. de Meester,Lib(VT)  Lib(VT),732.0,0.3025,Elst,10/04/1894,algemeen,3044,2447,2447,2420.0,26,1.0,1210.0,2,0,1200.0,0.4959,-0.19340000000000002,0,0,1,mr. W.H.J.T. van Basten van Batenburg,Ka(TT)  Ka(TT),1200.0,0.4959,nee
990,E.D. de Meester,Lib(VT),1057.0,0.377,Elst,12/06/1894,tussentijds,3007,2830,2830,2804.0,26,1.0,1402.0,2,0,1389.0,0.4954,-0.1184,0,0,1,mr. W.H.J.T. van Basten van Batenburg,Ka(TT),1389.0,0.4954,nee
991,E.D. de Meester,Lib(VT),1413.0,0.4961,Elst,26/06/1894,herstemming,3007,2881,2881,2848.0,33,1.0,1424.0,2,0,1435.0,0.5039,-0.007800000000000029,1,1,1,mr. W.H.J.T. van Basten van Batenburg,Ka(TT),1435.0,0.5039,nee
1002,mr. W.H.J. Rooijaards,Lib,709.0,0.3295,Amersfoort,09/06/1891,algemeen,3059,2156,2156,2152.0,3,1.0,1076.0,2,0,901.0,0.41869999999999996,-0.08919999999999995,0,1,1,J.E.N. baron van Schimmelpenninck van der Oye,AR,901.0,0.41869999999999996,nee
1004,mr. W.H.J. Rooijaards,Lib,902.0,0.405,Amersfoort,23/06/1891,herstemming,3059,2246,2246,2227.0,14,1.0,1114.0,2,0,1325.0,0.595,-0.18999999999999995,0,0,1,J.E.N. baron van Schimmelpenninck van der Oye,AR,1325.0,0.595,nee
1006,jhr.mr. G.W. Mollerus,Lib(VT)  Lib(VT),676.0,0.3488,Apeldoorn,10/04/1894,algemeen,2958,1949,1951,1938.0,10,1.0,969.0,2,0,900.0,0.4644,-0.11559999999999998,0,0,1,mr. W.K.F.P. graaf van Bylandt,AR(TT)  AR(TT),900.0,0.4644,nee
1007,jhr.mr. G.W. Mollerus,,971.0,0.41729999999999995,Apeldoorn,24/04/1894,herstemming,2958,2335,2335,2327.0,6,1.0,1164.0,2,0,1356.0,0.5827,-0.16540000000000005,0,0,1,mr. W.K.F.P. graaf van Bylandt,,1356.0,0.5827,nee
1011,H.A. van Beuningen,Lib,1839.0,0.516,Utrecht,09/06/1891,algemeen,4365,3595,3596,3564.0,25,1.0,1782.0,2,0,2001.0,0.5614,-0.045399999999999996,1,1,1,jhr.mr. J. RoÃÂ«ll,Lib,2001.0,0.5614,nee
1026,A.N.J. Fabius,,610.0,0.30579999999999996,Hilversum,26/01/1897,tussentijds,4110,2057,2057,1995.0,55,1.0,998.0,3,0,714.0,0.3579,-0.052100000000000035,0,1,1,jhr.mr. J.H.J. Quarles van Ufford,,714.0,0.3579,nee
1031,W. Bos,Ka,1440.0,0.3691,Enkhuizen,06/03/1888,algemeen,4283,3913,3913,3901.0,5,1.0,1951.0,2,0,2150.0,0.5511,-0.18200000000000005,0,0,1,mr. D. Visser van Hazerswoude,Lib,2150.0,0.5511,nee
1032,W. Bos,,1357.0,0.38539999999999996,Enkhuizen,28/10/1890,tussentijds,4266,3533,3534,3521.0,7,1.0,1761.0,2,0,1942.0,0.5515,-0.16610000000000003,0,0,1,J. Zijp,,1942.0,0.5515,nee
1037,A. Goede,Ka(AR),1313.0,0.3856,Alkmaar,09/06/1891,algemeen,4783,3422,3423,3405.0,12,1.0,1703.0,2,0,1636.0,0.4805,-0.09489999999999998,0,1,1,mr. W. van der Kaay,Lib,1636.0,0.4805,nee
1038,A. Goede,Ka(AR),1720.0,0.4096,Alkmaar,23/06/1891,herstemming,4783,4232,4232,4199.0,25,1.0,2100.0,2,0,2479.0,0.5904,-0.18080000000000002,0,0,1,mr. W. van der Kaay,Lib,2479.0,0.5904,nee
1042,H.W. van Marle,AR,973.0,0.3515,Den Helder,06/03/1888,algemeen,3627,2775,2774,2768.0,6,1.0,1384.0,2,0,1072.0,0.3873,-0.0358,1,1,1,S.T. Land,Lib,1072.0,0.3873,nee
1043,D.C. Loman,Lib,705.0,0.2547,Den Helder,06/03/1888,algemeen,3627,2775,2774,2768.0,6,1.0,1384.0,3,0,1072.0,0.3873,-0.1326,0,0,1,S.T. Land,Lib,1072.0,0.3873,nee
1044,J.J. Kraakman,,281.0,0.14429999999999998,Den Helder,30/10/1894,tussentijds,3711,1958,1957,1948.0,6,1.0,974.0,2,0,558.0,0.2864,-0.1421,0,0,1,A.P. Staalman,,558.0,0.2864,nee
1045,H. van Calcar,,256.0,0.13140000000000002,Den Helder,30/10/1894,tussentijds,3711,1958,1957,1948.0,6,1.0,974.0,3,0,558.0,0.2864,-0.15499999999999997,0,0,1,A.P. Staalman,,558.0,0.2864,nee
1047,J.J. Stooker,,213.0,0.1093,Den Helder,30/10/1894,tussentijds,3711,1958,1957,1948.0,6,1.0,974.0,5,0,558.0,0.2864,-0.17709999999999998,0,0,1,A.P. Staalman,,558.0,0.2864,nee
1048,J.J. Kraakman,,1003.0,0.44439999999999996,Den Helder,13/11/1894,herstemming,3711,2324,2324,2257.0,66,1.0,1129.0,2,0,1254.0,0.5556,-0.11120000000000002,0,0,1,A.P. Staalman,,1254.0,0.5556,nee
1052,H. Waller,AR(Ka),4970.0,0.3191,Amsterdam,06/03/1888,algemeen,20887,16015,16015,140176.0,3779,9.0,7788.0,13,0,5415.0,0.3477,-0.028600000000000014,1,1,1,mr. J.D. Veegens,Lib,5415.0,0.3477,nee
1053,E.J.J. Kuinders,Ka(AR),4944.0,0.31739999999999996,Amsterdam,06/03/1888,algemeen,20887,16015,16015,140176.0,3779,9.0,7788.0,14,0,5415.0,0.3477,-0.03030000000000005,1,1,1,mr. J.D. Veegens,Lib,5415.0,0.3477,nee
1055,mr. L.M. Povel,Ka(AR),4777.0,0.30670000000000003,Amsterdam,06/03/1888,algemeen,20887,16015,16015,140176.0,3779,9.0,7788.0,16,0,5415.0,0.3477,-0.04099999999999998,1,1,1,mr. J.D. Veegens,Lib,5415.0,0.3477,nee
1056,mr. J.F. Farensbach,Ka(AR),4686.0,0.3009,Amsterdam,06/03/1888,algemeen,20887,16015,16015,140176.0,3779,9.0,7788.0,17,0,5415.0,0.3477,-0.04680000000000001,1,1,1,mr. J.D. Veegens,Lib,5415.0,0.3477,nee
1057,dr. J.A.J. van Nederhasselt,Ka(AR),4622.0,0.2968,Amsterdam,06/03/1888,algemeen,20887,16015,16015,140176.0,3779,9.0,7788.0,18,0,5415.0,0.3477,-0.0509,0,1,1,mr. J.D. Veegens,Lib,5415.0,0.3477,nee
1058,P.J. Raaymakers,Ka(AR),3018.0,0.1938,Amsterdam,06/03/1888,algemeen,20887,16015,16015,140176.0,3779,9.0,7788.0,19,0,5415.0,0.3477,-0.1539,0,0,1,mr. J.D. Veegens,Lib,5415.0,0.3477,nee
1060,dr. V. Bruinsma,Rad,2402.0,0.1542,Amsterdam,06/03/1888,algemeen,20887,16015,16015,140176.0,3779,9.0,7788.0,21,0,5415.0,0.3477,-0.1935,0,0,1,mr. J.D. Veegens,Lib,5415.0,0.3477,nee
1066,mr. W. Heineken,Rad(VT),2460.0,0.2699,Amsterdam,10/04/1894,algemeen,23112,9391,9390,82016.0,2251,9.0,4556.0,15,0,3456.0,0.37920000000000004,-0.10930000000000006,0,0,1,jhr.mr. J.W.H. Rutgers van Rozenburg,Lib(TT)  Lib(TT),3456.0,0.37920000000000004,nee
1069,E.J.J. Kuinders,Ka(TT),1741.0,0.191,Amsterdam,10/04/1894,algemeen,23112,9391,9390,82016.0,2251,9.0,4556.0,18,0,3456.0,0.37920000000000004,-0.18820000000000003,0,0,1,jhr.mr. J.W.H. Rutgers van Rozenburg,Lib(TT)  Lib(TT),3456.0,0.37920000000000004,nee
1077,W. Bos,Ka,753.0,0.2523,Beverwijk,09/06/1891,algemeen,3640,2997,2996,2984.0,3,1.0,1492.0,2,0,778.0,0.2607,-0.008399999999999963,1,1,1,jhr.mr. J.W.G. Boreel van Hogelanden,Lib,778.0,0.2607,nee
1079,J.J.H. Kervel,Ka,618.0,0.2071,Beverwijk,09/06/1891,algemeen,3640,2997,2996,2984.0,3,1.0,1492.0,4,0,778.0,0.2607,-0.05359999999999998,0,1,1,jhr.mr. J.W.G. Boreel van Hogelanden,Lib,778.0,0.2607,nee
1080,W. Bos,Ka(AR),1524.0,0.4679,Beverwijk,23/06/1891,herstemming,3640,3275,3275,3257.0,10,1.0,1629.0,2,0,1733.0,0.5321,-0.06420000000000003,0,1,1,jhr.mr. J.W.G. Boreel van Hogelanden,Lib,1733.0,0.5321,nee
1084,H. Waller,,229.0,0.0883,Beverwijk,20/06/1893,tussentijds,3718,2622,2622,2594.0,16,1.0,1297.0,5,0,698.0,0.2691,-0.18080000000000002,0,0,1,dr. J. van Loenen Martinet,,698.0,0.2691,nee
1089,H.F. Bultman,Lib,978.0,0.3111,Haarlemmermeer,06/03/1888,algemeen,3595,3166,3169,3144.0,9,1.0,1572.0,2,0,1300.0,0.41350000000000003,-0.10240000000000005,0,0,1,mr. F.J.M.A. Reekers,Ka,1300.0,0.41350000000000003,nee
1091,H.F. Bultman,Lib,1203.0,0.4061,Haarlemmermeer,20/03/1888,herstemming,3595,3004,3005,2962.0,36,1.0,1481.0,2,0,1759.0,0.5939,-0.18779999999999997,0,0,1,mr. F.J.M.A. Reekers,Ka(AR),1759.0,0.5939,nee
1092,jhr. J.B. van Merlen,Lib,928.0,0.3256,Haarlemmermeer,09/06/1891,algemeen,3718,2864,2865,2850.0,7,1.0,1425.0,2,0,1206.0,0.4232,-0.09760000000000002,0,1,1,mr. F.J.M.A. Reekers,Ka,1206.0,0.4232,nee
1093,dr. T.C.L. Wijnmalen,AR,701.0,0.24600000000000002,Haarlemmermeer,09/06/1891,algemeen,3718,2864,2865,2850.0,7,1.0,1425.0,3,0,1206.0,0.4232,-0.1772,0,0,1,mr. F.J.M.A. Reekers,Ka,1206.0,0.4232,nee
1094,jhr. J.B. van Merlen,Lib,1391.0,0.4586,Haarlemmermeer,23/06/1891,herstemming,3718,3073,3075,3033.0,27,1.0,1517.0,2,0,1641.0,0.541,-0.08240000000000003,0,1,1,mr. F.J.M.A. Reekers,Ka(AR),1641.0,0.541,nee
1098,mr. J. Maschek,Ka,1377.0,0.3895,Katwijk,06/03/1888,algemeen,3861,3545,3546,3535.0,5,1.0,1768.0,2,0,1392.0,0.39380000000000004,-0.004300000000000026,1,1,1,J.H. Donner,AR,1392.0,0.39380000000000004,nee
1099,jhr.mr. H.A.C. de la Bassecour Caan,Lib,751.0,0.21239999999999998,Katwijk,06/03/1888,algemeen,3861,3545,3546,3535.0,5,1.0,1768.0,3,0,1392.0,0.39380000000000004,-0.18140000000000006,0,0,1,J.H. Donner,AR,1392.0,0.39380000000000004,nee
1100,mr. J. Maschek,Ka,1463.0,0.4604,Katwijk,20/03/1888,herstemming,3861,3218,3221,3178.0,35,1.0,1589.0,2,0,1715.0,0.5396,-0.07919999999999999,0,1,1,J.H. Donner,AR,1715.0,0.5396,nee
1101,A. op de Laak,Ka,1243.0,0.36590000000000006,Katwijk,09/06/1891,algemeen,4138,3419,3419,3397.0,14,1.0,1699.0,2,0,1256.0,0.3697,-0.0037999999999999146,1,1,1,J.H. Donner,AR,1256.0,0.3697,nee
1102,A. op de Laak,Ka,1428.0,0.42369999999999997,Katwijk,23/06/1891,herstemming,4138,3408,3408,3370.0,30,1.0,1685.0,2,0,1942.0,0.5763,-0.15260000000000007,0,0,1,J.H. Donner,AR,1942.0,0.5763,nee
1107,mr. J. Fortuijn Droogleever,Lib,1095.0,0.4296,Gouda,15/05/1888,tussentijds,2915,2571,2573,2549.0,12,1.0,1275.0,2,0,1447.0,0.5677,-0.1381,0,0,1,mr. O.J.E. baron van Wassenaer van Catwijck,AR(Ka),1447.0,0.5677,nee
1110,P. van der Breggen,,1070.0,0.4355,Gouda,24/11/1891,tussentijds,2985,2480,2481,2457.0,20,1.0,1229.0,2,0,1320.0,0.5372,-0.10170000000000001,0,0,1,J.P. Havelaar,,1320.0,0.5372,nee
1117,A.J.T. Hofman,Ka,874.0,0.2477,Bodegraven,06/03/1888,algemeen,3896,3539,3539,3528.0,6,1.0,1764.0,3,0,1169.0,0.33130000000000004,-0.08360000000000004,0,1,1,S. van Velzen jr.,AR,1169.0,0.33130000000000004,nee
1123,J.J. Duynstee,Ka(TT),591.0,0.2261,Bodegraven,10/04/1894,algemeen,3956,2652,2652,2614.0,34,1.0,1307.0,4,0,775.0,0.2965,-0.07039999999999999,0,1,1,C.M.E. van LÃÂ¶ben Sels,AR(VT),775.0,0.2965,nee
1138,L.W. Jansen,Ka,699.0,0.2874,Schiedam,06/03/1888,algemeen,2671,2446,2446,2432.0,11,1.0,1216.0,2,0,1099.0,0.45189999999999997,-0.16449999999999998,0,0,1,mr. J.G. Patijn,Lib,1099.0,0.45189999999999997,nee
1140,L.W. Jansen,Ka(AR),1103.0,0.4537,Schiedam,20/03/1888,herstemming,2671,2474,2474,2431.0,39,1.0,1216.0,2,0,1328.0,0.5463,-0.09260000000000002,0,1,1,mr. J.G. Patijn,Lib,1328.0,0.5463,nee
1141,jhr.mr. W. Six,,1129.0,0.4708,Schiedam,20/11/1888,tussentijds,2671,2413,2413,2398.0,14,1.0,1199.0,2,0,1265.0,0.5275,-0.05669999999999997,0,1,1,mr. A.P.R.C. baron van Borch van Verwolde,,1265.0,0.5275,nee
1144,S.A. Maas,Lib(VT),781.0,0.3815,Schiedam,10/04/1894,algemeen,2608,2085,2085,2047.0,31,1.0,1024.0,2,0,919.0,0.449,-0.0675,0,1,1,mr. O.J.H. graaf van Limburg Stirum,NC(TT),919.0,0.449,nee
1145,S.A. Maas,Lib(VT),1042.0,0.47,Schiedam,24/04/1894,herstemming,2608,2250,2250,2217.0,29,1.0,1109.0,2,0,1175.0,0.53,-0.06000000000000005,0,1,1,mr. O.J.H. graaf van Limburg Stirum,NC(TT),1175.0,0.53,nee
1152,P.C. Evers,Lib,2790.0,0.45289999999999997,Den Haag,06/03/1888,algemeen,7591,6245,6245,18481.0,164,3.0,3080.0,6,0,3077.0,0.49950000000000006,-0.046600000000000086,1,1,1,mr. L.G. Greeve,Lib,3077.0,0.49950000000000006,nee
1158,C.A. Steger,Ka(AR),2421.0,0.3851,Den Haag,09/06/1891,algemeen,8314,6369,6369,18861.0,231,3.0,3144.0,6,0,3220.0,0.5122,-0.1271,0,0,1,H.D. Guyot,Lib,3220.0,0.5122,nee
1160,mr. A.J.W. van Roijen,Lib(TT),1242.0,0.2463,Den Haag,11/05/1894,tussentijds,8494,5077,5077,5042.0,30,1.0,2521.0,3,0,2094.0,0.4153,-0.169,0,0,1,mr. J.G.S. Bevers,Ka(TT),2094.0,0.4153,nee
1164,J.G. van Schaardenburg,,1202.0,0.4611,Dordrecht,26/03/1889,tussentijds,2864,2624,2625,2607.0,10,1.0,1304.0,2,0,1402.0,0.5378000000000001,-0.07670000000000005,0,1,1,S.M.H. van Gijn,,1402.0,0.5378000000000001,nee
1171,J.J. van Tienhoven van den Boogaard,Lib,1423.0,0.4586,Gorinchem,06/03/1888,algemeen,3441,3118,3118,3103.0,12,1.0,1552.0,2,0,1674.0,0.5395,-0.08089999999999997,0,1,1,H. Seret,AR(Ka),1674.0,0.5395,nee
1172,W.F. Tak,Lib,1281.0,0.4338,Gorinchem,09/06/1891,algemeen,3391,2984,2984,2953.0,23,1.0,1477.0,2,0,1652.0,0.5594,-0.1256,0,0,1,H. Seret,AR,1652.0,0.5594,nee
1174,K. van Wijngaarden,Lib,1237.0,0.434,Sliedrecht,06/03/1888,algemeen,3344,2864,2864,2850.0,7,1.0,1425.0,2,0,1585.0,0.5561,-0.12210000000000004,0,0,1,mr. B.J.L. baron van Geer van Jutphaas,AR(Ka),1585.0,0.5561,nee
1175,J. Lels,Lib,1127.0,0.406,Sliedrecht,09/06/1891,algemeen,3384,2790,2791,2776.0,12,1.0,1388.0,2,0,1642.0,0.5915,-0.1855,0,0,1,mr. B.J.L. baron van Geer van Jutphaas,AR,1642.0,0.5915,nee
1176,J.A. van Haaften,Lib(TT),1250.0,0.4826,Sliedrecht,24/04/1894,herstemming,3438,2631,2631,2590.0,37,1.0,1295.0,2,0,1340.0,0.5174,-0.0348,1,1,1,dr. A. Kuyper,AR(VT),1340.0,0.5174,nee
1184,J.H.C. Heijse,,1153.0,0.4251,Goes,18/03/1890,tussentijds,4051,2772,2772,2712.0,39,1.0,1356.0,2,0,1548.0,0.5708,-0.1457,0,0,1,mr. L.W.C. Keuchenius,,1548.0,0.5708,nee
1185,J.H.C. Heijse,Lib,1173.0,0.4056,Goes,09/06/1891,algemeen,4022,2927,2927,2892.0,28,1.0,1446.0,2,0,1561.0,0.5398,-0.13419999999999993,0,0,1,mr. L.W.C. Keuchenius,AR,1561.0,0.5398,nee
1197,E.F.H.J. de Beaumont,,658.0,0.4128,Maastricht,15/05/1888,tussentijds,2194,1687,1688,1594.0,87,1.0,797.0,2,0,889.0,0.5577000000000001,-0.14490000000000008,0,0,1,dr. J.H.J. Schreinemacher,Ka,889.0,0.5577000000000001,nee
1199,mr. G.A.A. Tripels,,474.0,0.24359999999999998,Maastricht,28/06/1892,tussentijds,2496,1987,1987,1946.0,37,1.0,973.0,3,0,639.0,0.3284,-0.08480000000000004,0,1,1,C. Schreinemacher,,639.0,0.3284,nee
1200,G.L.D. Franquinet,,294.0,0.15109999999999998,Maastricht,28/06/1892,tussentijds,2496,1987,1987,1946.0,37,1.0,973.0,4,0,639.0,0.3284,-0.17730000000000004,0,0,1,C. Schreinemacher,,639.0,0.3284,nee
1202,G. Smeets,Lib,514.0,0.4119,Gulpen,06/03/1888,algemeen,1741,1255,1255,1248.0,3,1.0,624.0,2,0,727.0,0.5825,-0.17060000000000003,0,0,1,L.F.H.C. Ruland,Ka,727.0,0.5825,nee
1203,mr. L. Geradts,,590.0,0.3907,Roermond,18/06/1889,tussentijds,1770,1535,1536,1510.0,24,1.0,755.0,2,0,766.0,0.5073,-0.11659999999999998,0,0,1,J.E.H.W. baron van Olne,,766.0,0.5073,nee
1208,F.G. Mellink Pzn.,AR,400.0,0.2723,Amsterdam II,15/06/1897,algemeen,2250,-,1487,1469.0,18,1.0,735.0,2,0,414.0,0.2818,-0.009500000000000008,1,1,1,H.F. Groen van Waarder,VL,414.0,0.2818,nee
1209,G.A. Aalderink,Rad,213.0,0.145,Amsterdam II,15/06/1897,algemeen,2250,-,1487,1469.0,18,1.0,735.0,3,0,414.0,0.2818,-0.1368,0,0,1,H.F. Groen van Waarder,VL,414.0,0.2818,nee
1210,T.J. Weesing,Ka,180.0,0.1225,Amsterdam II,15/06/1897,algemeen,2250,-,1487,1469.0,18,1.0,735.0,4,0,414.0,0.2818,-0.1593,0,0,1,H.F. Groen van Waarder,VL,414.0,0.2818,nee
1211,A.D. de Marez Oyens,CHK,163.0,0.111,Amsterdam II,15/06/1897,algemeen,2250,-,1487,1469.0,18,1.0,735.0,5,0,414.0,0.2818,-0.1708,0,0,1,H.F. Groen van Waarder,VL,414.0,0.2818,nee
1212,F.G. Mellink Pzn.,AR(Ka),765.0,0.4725,Amsterdam II,25/06/1897,herstemming,2250,-,1634,1619.0,15,1.0,810.0,2,0,854.0,0.5275,-0.05499999999999999,0,1,1,H.F. Groen van Waarder,VL(CHK),854.0,0.5275,nee
1213,W. Hovy,AR(Ka),679.0,0.243,Amsterdam III,15/06/1897,algemeen,4566,-,2832,2794.0,38,1.0,1397.0,2,0,1015.0,0.36329999999999996,-0.12029999999999996,0,0,1,mr. A.F.K. Hartogh,Lib,1015.0,0.36329999999999996,nee
1227,G.H. Wagenaar,AR,438.0,0.1816,Amsterdam VII,15/06/1897,algemeen,3667,-,2481,2412.0,69,1.0,1206.0,3,0,901.0,0.3735,-0.1919,0,0,1,B.H. Heldt,Lib,901.0,0.3735,nee
1232,A. Harmsen jr.,CHK,205.0,0.12380000000000001,Amsterdam VIII,15/06/1897,algemeen,2462,-,1686,1656.0,30,1.0,828.0,5,0,459.0,0.2772,-0.15339999999999998,0,0,1,P. Nolting,Rad,459.0,0.2772,nee
1236,H.C. van der Houven van Oordt,Lib,2164.0,0.4454,Apeldoorn,15/06/1897,algemeen,6693,-,4946,4859.0,87,1.0,2430.0,2,0,2455.0,0.5052,-0.059799999999999964,0,1,1,mr. W.K.F.P. graaf van Bylandt,VA(Ka/AR),2455.0,0.5052,nee
1237,J. Bouwes,AR,1923.0,0.3444,Appingedam,15/06/1897,algemeen,6976,-,5690,5583.0,107,1.0,2792.0,2,0,2128.0,0.3812,-0.0368,1,1,1,J. Schepel,Lib,2128.0,0.3812,nee
1255,H.A. Pauwen,Ka,2380.0,0.30829999999999996,Doetinchem,15/06/1897,algemeen,8470,-,7847,7719.0,128,1.0,3860.0,2,0,3119.0,0.40409999999999996,-0.0958,0,1,1,mr. H.F. Hesselink van Suchtelen,Lib,3119.0,0.40409999999999996,nee
1257,H.A. Pauwen,AR(Ka),3808.0,0.4901,Doetinchem,25/06/1897,herstemming,8470,-,7874,7770.0,104,1.0,3885.0,2,0,3962.0,0.5099,-0.01980000000000004,1,1,1,mr. H.F. Hesselink van Suchtelen,Lib(CHK),3962.0,0.5099,nee
1269,H. Kamstra,AR,1098.0,0.2983,Franeker,15/06/1897,algemeen,5651,-,3822,3681.0,141,1.0,1841.0,2,0,1273.0,0.3458,-0.04749999999999999,1,1,1,F. Lieftinck,Lib,1273.0,0.3458,nee
1270,Z. Middelkoop,Rad,778.0,0.2114,Franeker,15/06/1897,algemeen,5651,-,3822,3681.0,141,1.0,1841.0,3,0,1273.0,0.3458,-0.1344,0,0,1,F. Lieftinck,Lib,1273.0,0.3458,nee
1271,H. Kamstra,AR(Ka),1961.0,0.442,Franeker,25/06/1897,herstemming,5651,-,4484,4437.0,47,1.0,2219.0,2,0,2476.0,0.5579999999999999,-0.11599999999999994,0,0,1,F. Lieftinck,Lib(CHK),2476.0,0.5579999999999999,nee
1275,H.A. le Bron de Vexela,Ka,1562.0,0.34990000000000004,Den Haag II,15/06/1897,algemeen,5834,-,4513,4464.0,49,1.0,2232.0,2,0,1777.0,0.3981,-0.048199999999999965,1,1,1,J.F.W. Conrad,VL,1777.0,0.3981,nee
1276,H.A. le Bron de Vexela,Ka(AR),2096.0,0.4376,Den Haag II,25/06/1897,herstemming,5834,-,4836,4790.0,46,1.0,2395.0,2,0,2695.0,0.5626,-0.125,0,0,1,J.F.W. Conrad,VL(CHK),2695.0,0.5626,nee
1277,J.D. baron van Wassenaer van Rosande,VA(AR),961.0,0.2386,Den Haag III,15/06/1897,algemeen,5586,-,4078,4027.0,51,1.0,2014.0,2,0,1425.0,0.3539,-0.11529999999999999,0,0,1,J.M. Pijnacker Hordijk,Lib,1425.0,0.3539,nee
